,id,breed_code
2994,49fb146aa2b154d1a2670e558e7e549d.jpg,72
3824,5eaaffc76b998febfb5e6800de615b44.jpg,16
2443,3cdc43ae16583ef5f41bf74cef666cd6.jpg,70
3755,5d51580c15238b81f476250ed4b9326b.jpg,35
8137,cb862ba8dcd6fc9ab542e3cdb10992ee.jpg,77
945,1716fe350f1339e19906eb2889960c9e.jpg,47
9326,ea1527f051be904e70fab5877bbc0341.jpg,117
9861,f80f575bb32f2cc1958ef092681b9ea4.jpg,21
5074,80946c19de6a1bb636cf04f2b2e821ee.jpg,72
875,153f0c739e9049612a62f111b9519429.jpg,80
8347,d153a102953bac7ee4dca7b2919111ee.jpg,56
2109,347db53f4b0d597d88d25e6a96328cc9.jpg,21
4052,64dd586a1d08937d20618233df2e5dbc.jpg,70
161,03dc61595ad9dbf49e3998cf586ca8cb.jpg,97
9328,ea15f35659972aef8ce3472d65037c4d.jpg,116
7439,ba9d74baca668da5f8f7451fe3734cc1.jpg,82
3340,52f9b48b18953ba28b79ce6bfac6dc22.jpg,74
5680,8f2aebc12f23322b1bf9bbc7f710772e.jpg,87
8532,d63508200d0c38766216f3ef91cc59d5.jpg,94
8595,d7b8e8b5851e49502dffc5f9654743be.jpg,110
3488,56d8d2bdfa1fb0332a97afe002cca2c3.jpg,67
2664,41ef9f24fe52597681730159ad645063.jpg,28
6166,9b4fb689d5adf1f5996613704c038519.jpg,4
5413,88928ad88da921d74a26acb27fb3028a.jpg,97
7541,bd2a4492ae1a0fd8b77dab961de0f71f.jpg,9
149,039e61713398f27d027480e4bd0056d1.jpg,69
7743,c1f782c71d46690a156d8bbb6c5dca22.jpg,66
3035,4b032af7d0a9a2b4f3d76858a6de8356.jpg,70
7939,c66eb3e1eb11ce2482beb25b2a4095c5.jpg,51
1929,2f946a96b0d3c0f43950cb0792f28548.jpg,50
1925,2f811d41fd9d4195785dc0f65c26125a.jpg,90
9831,f75b457706d15d23fb803e2ad7c66c40.jpg,62
6872,ac85c489cb78fce3b455bfbba0d02094.jpg,21
746,129cff4506469af7863a6e30c9947a66.jpg,7
1879,2e6db85e0641e14e0025fe7f0853fa89.jpg,68
401,099b068027c41251d29f75a311cc5e5c.jpg,45
9829,f7564622d2ebbcebdb2eb1f150dbaa95.jpg,53
7288,b69c61b430c0eb2c2044992afce42556.jpg,39
7623,beed8b7605a53ea93ca1fa8acfd13112.jpg,29
8201,cd047489ca9d316cc15fe8b3c52d3090.jpg,39
1921,2f7261c1e0c61ae426287c0795740889.jpg,95
9183,e6a382c2cca7aa606dda1d5f7109cddc.jpg,3
7765,c2510b34cfce799715d87a1ab1516e92.jpg,72
6634,a6c40bfb565f1f99d400ed89f332db75.jpg,20
7351,b84a7d0ce8f87e7f4eb1aead58cdef24.jpg,22
2407,3c00e7b9995f27cc4c578f9c6a6a0a02.jpg,101
8871,de578be532caa0a0cfecd1a553b7e373.jpg,82
9892,f8a46f8751e34aac4b262fed49f210c6.jpg,56
10112,fd22da43e0b930b27b38eb97a55f65ba.jpg,14
10016,fb32a67c8f89942906d08973dbad87b0.jpg,107
4063,650f3b9a0296ea8d4f2609e90a9f243b.jpg,34
3442,55944d94374e0dc7c6cd2506a4c3270d.jpg,86
4405,6dfc0497284fd5b57c1c1916b18a6130.jpg,75
8811,dcf879aab841a13c41194ec90bc0fd7c.jpg,100
169,03f2f64aebc483ef8e5e17aba7311aa6.jpg,22
5817,92ea22d7f8dad0ac186507fb6fb529c4.jpg,10
3684,5bf21bb033d54f6d0de7380c15a9deb1.jpg,42
4038,64823d438ff897c9a8888571e5b0bb2f.jpg,23
2282,38df8edb78febdb8f23253238cce0ba9.jpg,101
6042,9895cd89bf45084a10e95f9d57eb6b4b.jpg,1
3862,5fc0c3dd9481cc47e02edb9bc776bf47.jpg,22
3574,58e6643e5b5057b65b0f42c6ead8bcc7.jpg,84
8433,d3ccd246d07f2714cfbb28bd0e44ae30.jpg,3
9894,f8a95fd0eee5042ed2b93e6abd032baa.jpg,74
3342,530731b0d4edda8d558559f4f27513fb.jpg,73
7644,bf5a837a9050a1dc1fd43027f99c9b7b.jpg,49
292,070e8ff540cc8113939ae5dba4a24f80.jpg,28
7490,bbf29c0682dc5b3ff78c810053aea0ec.jpg,80
5975,96e02cc2cf7e3327f3cf1bf3eea1640d.jpg,50
5297,857a4db72e722ecd29b900da9cee6036.jpg,38
7142,b336c665f071a1b9d0a8020569c4b2c4.jpg,64
6670,a77619f67680f34bb77a80d67e6efa70.jpg,53
5824,931ed9a15a347fd467fc081006da00cf.jpg,48
9082,e466e0a3b43403c7bffd943fffc92ced.jpg,102
399,0995f642fe4baab3cb3534725dfedb75.jpg,6
8215,cd53fc1890f5979b0ed9d2c8b69a93a6.jpg,91
5263,8490222d4744064aa7a8621a1c274965.jpg,31
1753,2b5c0c29ae9783290d924b2f8d365466.jpg,117
4693,75bb4621bc439a77c96f973c6008160d.jpg,26
766,12fe7ed6bd250509b131d245551b06f6.jpg,109
9985,fa7c0ebcade9a63facc59f32f96a5c17.jpg,40
5446,89719dbbf15a9f468a620353781abe75.jpg,1
6422,a1eb2b04c498844ec38bf5ac5b6184e7.jpg,6
4195,6860f494b5115c719bdf77747b046f18.jpg,52
8352,d1718b1895cc6a7e9ed92087d87f29b2.jpg,105
1516,258a8531e8ff16c40d750fa3ae77bd68.jpg,85
5709,8fea7f05411053a85da10c447c1691bb.jpg,63
8804,dcd8ee5311136967d14a2b4592963da1.jpg,1
1927,2f820fe3659cb09e5003d37cb7853ea5.jpg,85
1356,215e7f1b05b7f8ac72bd64618bd3d25e.jpg,4
5511,8b21290d463f620d940bbe1ac32aae95.jpg,56
2953,48ef9a23f06d758bae5524d57d2592d2.jpg,87
9449,ecefbe28f3b43d4394e6052802bcd042.jpg,47
8206,cd17e777cdce3939575a66479ccdc790.jpg,45
5414,889623dfc6b119e79a931d34a1ec081b.jpg,105
38,010d65bd29d246aea53d9849da142ccf.jpg,19
9490,edcf20f5ebcab09f0db88d0358b3ab56.jpg,6
2001,31a289a5fe76268b30549c8477a3cd68.jpg,12
6975,aeedf5985e1a8b0b4dc9f2e43f389150.jpg,63
7432,ba1d2dc55bc4d91d554ba2258684c7f0.jpg,12
7698,c0b53533209ff39a4620a5959a1c5c98.jpg,47
4135,66f6e3a4b64ac81b57542428617d42fc.jpg,59
7897,c591c9885407dd541e72a86e3d95785b.jpg,4
7646,bf7004de0f825049194139051f7a8025.jpg,97
10103,fd03162f0a586bbeac13c33e74d24e73.jpg,83
7176,b3dd2291baf6f3eebaf839331393cabb.jpg,118
8343,d132a0af92ff56fe35d1811b8eae95f0.jpg,69
3612,59cd819324bb979fe89e1386aaa79b6a.jpg,69
454,0ac12e1849fd51b2158d16b8f5e75551.jpg,46
2463,3d71b3ae8a69abea0041e32b363053bc.jpg,81
8318,d03d4df9ecba147112407209140e0f78.jpg,11
4185,680eced19fc2d429ec4390ce78fd292f.jpg,16
4956,7caaaff799fc9dbd4f1295fbc3da564e.jpg,90
6101,9a0268daff4ef2ad1f0bf88784ca3882.jpg,81
2968,493cafda8f5871aa73c815ad6bdcfda9.jpg,11
8539,d66104727a2a8cdfd3f3a0fb17bdedc9.jpg,49
4404,6df49d92a33c5923f1bc7cd568bb3f4f.jpg,76
8728,daf40879d5b5ac9c66bc6cde2983ab43.jpg,108
2538,3f40aa8ccbd46bdf5769e4d22502a4c2.jpg,85
6928,adede2c5e311633f1b6d6b3109c733db.jpg,18
7942,c693a2bf26360d8b25e44a9e4fc42cf1.jpg,85
10105,fd082fe869dc90cf5fc21bfacc270265.jpg,12
3947,61f663ab9aa9c3cc41f207be4d4fd9e9.jpg,53
4624,73a9514ae6d09c8cf80c81a1aec2537c.jpg,31
9090,e49f8aaa63a2ad36d11ff50fd53e25cf.jpg,42
7847,c43f8987dc2992971f4316cecc4cad73.jpg,81
10111,fd229a951f5a9f2439d4f6c2c51595e3.jpg,64
6117,9a368640c7d925f041990f6e2e050b2c.jpg,57
3776,5dbcc6fae637661d783a26c90f19eaeb.jpg,57
4543,718f5a28fd007fab12eb20dd5c464682.jpg,85
5864,93ef939778971c7e2892360ff61eec17.jpg,26
4697,75e828b235c698e5a9994387ff64b459.jpg,34
2759,43e0c6d39c24b521de9139387dabcd7f.jpg,86
7017,aff9e4c944e3e7b24b8166590d7ca95c.jpg,20
8514,d5b98aa5af9ecf0987b25921ee09ccaa.jpg,45
4450,6f19c4ab68dee7e61bfc929cf1db56c4.jpg,99
5256,84728e78632c0910a69d33f82e62638c.jpg,114
1878,2e6352e225e1699aefb5a460145f5200.jpg,110
341,0822709f6f6ea0be1928f52b8eecbc2f.jpg,27
3549,584a27a01ea4e54d777424d906385c1b.jpg,48
4322,6bbc4b93df442ee3182b0a2c46fa8f29.jpg,24
7325,b77f9a819d00738b165c8055bd2378f9.jpg,49
6759,a9883ac08095cdbd08c2a36f836ebde0.jpg,46
4233,6960dd002d6479615fbfa5c70d3bbe30.jpg,86
7430,ba07e1dd2bd25cbd3cd985d9842f4056.jpg,1
8948,e0af99a3fd26fa2f9c601d782c5e7b6c.jpg,26
2181,369f1231c318aafcdcb56a0cdd63b5f0.jpg,5
6118,9a3b8444244e433a6c28ed49e9f847b2.jpg,5
1230,1e5ce138280eabd214664398f19491b3.jpg,11
8476,d4c40837d07aca3085024b7c160d755b.jpg,100
8079,c9ea2b424b0074a33ec7a879b1cb25ca.jpg,91
8073,c9c4af524521a8ff906fa592574da9d8.jpg,84
7593,be5304acd0cf03c1a64f12622b8605b6.jpg,100
9689,f3c645a41e15598e326c368253d0703f.jpg,15
6890,ad15d290cc87d4c3afbe21061c71e465.jpg,97
8482,d4f4484540f2edfea1df2c36b536ba48.jpg,37
2281,38da992c0b9fbcac4127a80fc70708fd.jpg,60
1915,2f3c1a9187f1efa78606e9bef3840d40.jpg,67
5704,8fc88385d3033eccfcc88736e5f0cfa8.jpg,81
236,0581b47e4c3890fb74a5485aa4d008f0.jpg,57
9867,f81ec41ce2cc1acb16597fdd231c2406.jpg,72
191,046b28d8ac6f7beb3f63159ecaf4cbb6.jpg,84
7874,c4f33705a88c63dc7c40c64f0c94febb.jpg,107
6638,a6cf3f47adc06eb5671790454b562b88.jpg,17
6856,ac225d146cd712799a4581aad3ac1267.jpg,70
2129,34fd564536bf36b1eb64b7861f13e3b9.jpg,37
7411,b97c4e63dc686e98bd5095e21dd7680f.jpg,55
4563,72208fe524f8305e7c52dc3223377de8.jpg,104
8664,d9686219c1124bc134f0117db1996a6d.jpg,93
9238,e818d5a7782350e72171c3dfa05af02a.jpg,59
7862,c495c76907568ee68be1b098d5a04f6f.jpg,67
8406,d2fa72633103a5c503b4365563bfd3a9.jpg,88
1654,291508bcd740d30e288da0be54c031da.jpg,108
2809,450d955c84504fd64b8562cc2c104435.jpg,43
5474,8a2519eb2577ce76ccedd4283f44354c.jpg,87
1695,2a15ca0aff3a7a9ecd961460c5f20ba5.jpg,59
1013,19093c74765bbc1531962c46c2bc6197.jpg,70
3187,4ea20d09a89fb02ac592bdddea31393f.jpg,107
9248,e8489d90981775781ccff2f27f7f413a.jpg,41
5444,896ae4eda6310c5fa223131ac7574494.jpg,102
8386,d26227912cf7189f6974908b19e0445f.jpg,74
4075,6573f4cbce4151ff07c30dc7efbf071a.jpg,87
6685,a7cb736f47dfad51eaea833d6bd45e85.jpg,87
3719,5ca1ffd7a6d09951f5ae0afca1635b02.jpg,29
891,15aee288781e5c11d1f9a6983326ad9c.jpg,14
10085,fca387fcb6630ae11536b3374d3b2234.jpg,117
6959,ae94adcb87dcad2bc5e4db5b71012441.jpg,79
3297,51e9383e1158e6ef4bc8213c7a279a3e.jpg,40
6124,9a563b73f97246e5c3f8a214b54c5300.jpg,72
2015,3218df2f90a507530be3f1c2a5b5d899.jpg,48
4596,72ef6af03c9603ce6ae39475861fdd64.jpg,63
1159,1ce3cf17de2be8876ade2790d6ee5282.jpg,41
2471,3d9cbe5fc684107edc79f0efbc159846.jpg,6
4490,7023b0cf25567085af701e6cbd3b963a.jpg,111
6761,a9afa61628fa4a149e8254778a682efe.jpg,45
1035,19a845cb10c06885ee147501491a65c9.jpg,79
5944,9629f46ec0bd1eae63121877c7d6787e.jpg,93
8479,d4d90d481dbbff9729349b3e270a1d37.jpg,94
5726,90668f46101549651824cb05e2224269.jpg,59
2327,39f5ee5da6ce1d8b05f359c7b2b852cd.jpg,87
8449,d43b3de6be56e23c4894453f12a8179b.jpg,111
5146,82052dbdc6378944f3269b8b5507f11d.jpg,32
9178,e67eb5ae1ff58374b0e07398d5a0da5a.jpg,93
1006,18bd3e3b7e5d07ea4babb24632b457fb.jpg,6
7671,c023eaf6c091913c9e6fd4732bc049b7.jpg,78
8726,daf1dde58cb4cb4d55bf4e4874e76153.jpg,99
1532,25d44cc514ac6625b1ea11ab91b4ba2f.jpg,70
6787,aa76a766aad6753f32298c00a0cb92df.jpg,96
